Category,Title,Location,Amount_Raised,Goal,Days_of_Fundraising,Number_of_Donors,FB_Shares,Text
Faith,OASIS Ministry Tax Drive35,"West Mifflin, PA",18345.0,36000.0,127,95,183,"To the Friends and Well Wishers of Oasis Ministries INC.  When we obtained our property in West Mifflin PA we thought we were Exempt from all taxes since we already had our 501c3 status since 2006. We were unaware that we had to file our 501c3 status with the Municipality and local Government agencies.  Due to this Not being done, we are now held accountable for tax years of  2014 and 2015.  As a result, the West Mifflin Borough is threatening a Sheriff Sale on our property as of August 3, 2020.  WE DO NOT WANT TO LOSE OUR PROPERTY!! Since owning our property we have been CURRENT ON ALL OF OUR EXPENSES! GOD HAS and WILL PROVIDE! However, the fact remains that we still have to pay the school taxes in the amount of $35,000 which has incurred interest. We have done AMAZING MINISTRY and will continue to do so with your donations!!!PLEASE CONSIDER MAKING A CONTRIBUTION!  GOD BLESS, OASIS MINISTRIES INC. Pastor Kim D. Lankford and Oasis Ministries."
Faith,Camp Barakel Fund for maintenance building fire,"Fairview, MI",17600.0,20000.0,130,134,1.6K,"Sometime Friday night our main maintenance building caught fire. The burning remains were discovered at 5:30 July 18, 2020. It is a total loss, and one that will take a long time to recover from. This building housed all of our equipment and supplies for carpentry, plumbing, electrical, heating, metal fabrication, painting, sign-making, and groundskeeping.We thank and praise God that no one was killed or injured, and that the fire did not spread to our Bus Shelter, Vehicle Garage, Equipment Shed, Firewood Shed, Program Storage Barn, or (and especially) ignite our storage of diesel fuel, gasoline, or the two LP gas tanks that served that building.We also lost one large stationary generator that serviced the entire maintenance area, three pickup trucks, one diesel chore tractor (the larger blue Ford), our Sky-Trak telescoping forklift, a Chevy Suburban, a Toyota mini-van, and a golf cart. We have not even begun to comprehend the size of the loss of tools such as table saws, leaf rakes, snow shovels, sanders, air compressors and nail guns, spare lightbulbs, new toilets, floor paint, and everything else needed for a well-maintained camp (including numerous personally-owned tools). We keep a large store of all sorts of tools for when big groups of volunteers come to help.We appreciate your prayers for us as we assess the damage, begin the cleanup, and make plans for a new maintenance building. We did have some content insurance, and a few of the vehicles had individual insurance policies, but this is a significant loss nonetheless. However, God is unchanged and we rest in Him as we labor."
Faith,Daisy Reyes,"Pico Rivera, CA",17282.0,20000.0,135,187,809,"Hello. My name is Daisy Reyes, and I am aspiring to enter the Marian Sisters of Santa Rosa this August. I have felt a strong call to lay down my life in service of Our Lord Jesus and Our Holy Mother Church.  With your financial and spiritual support, I hope to mitigate my student loans and be free to enter into religious formation.I am grateful for your generous support. In making my vocation possible you become part of my gift to God. Please know you are and will remain in my prayers of gratitude."
Faith,Buiding a Mosque for South East Aurora Community,"Aurora, CO",17161.0,125000.0,200,82,233,"“Whoever builds a mosque for Allah, Allah will build for him likewise in Paradise.” [Sahîh al-Bukhârî and Sahîh Muslim]
Bismillah Arrahman Arraheem

For the past 7 years, SEAIC has been running social and religious events successfully without a place of our own.  guest speakers, potluck, family quiz nights,  200 lunches for our Nurses and Medical Staff during COVID-19 lockdown, without having a physical masjid.  

We have an opportunity to buy a beautiful piece of land for our community after 7 years.   Alhamdulillah the land is in the heart of our community. The cost of land is a little over 1 million USD, Alhamdulillah we have half of it covered and inviting the community for an opportunity to participate in the Sadaqa Al-Jariya (Continuous Charity, which increases reward even after we are no longer in the world). 

There can be no better time to give Sadaqa Jariya than Ramadan where every good deed is multiplied manifolds. Please come forward and have the honor of building a Masjid, for us and more importantly for our future generation. 

Jazakum Allah Khair"
Faith,Christopher's campaign for Dynamis World Minstries,"Lancaster, PA",16806.0,20000.0,163,33,172,"I have received news from Zimbabwe and the situation is very bad there. Covid-19 restrictions have worsened the already bad situation there, and many people are literally starving. Some of the worst-hit are Pastors and their families, and we want to help them. These servants of the Lord work hard for very poor compensation, and now they have literally nothing. $200 will provide 3 months of the most basic rations of staples such as flour, cooking oil etc to help a Pastor with a family of four.For $20,000 we can feed 100 Pastors and their families for 3 months in Zimbabwe and Mozambique. If we get more, then we can help even more Pastors.Please do consider help us with this according to what the Lord has blessed you with."
Faith,"Kidanemehret Eth. Orth.Tewahdo Church Rocheste, NY","Rochester, NY",16550.0,50000.0,124,91,235,"Please help us rebuild Kidanemehret Ethiopian Orthodox Church in Rochester, NY, a place of worship, community service, and youth development. All of the money that is being raised will be used to repair, improve, and maintain the church. We thank you for your support and God Bless. Please note: Any amount of tip given at the time of donation does not go towards this fundraiser; all tips go to Go Fund Me. If you choose to not give a tip, please select the ""other amount"" option and enter 0."
Faith,St. Mark's Food Pantry,"Hyattsville, MD",26952.0,100000.0,141,137,745,"The St. Mark's Food Pantry has been operating for about 30 years with an all-volunteer staff.  We provide food at no cost and without obligation to the homeless, poor, unemployed, senior citizens, and children in need.  Before the COVID-19  crisis, we were serving about 80 families per week.  We are now serving well over 300 families per week and the demand continues to grow.  The need for food in our community is overwhelming and heartbreaking.  Your donation will empower us to continue the fight against hunger.  Thank you and God bless!La despensa de alimentos de San Marcos ha estado operando durante aproximadamente 30 años con todo un personal de voluntarios. Proporcionamos alimentos sin costo y sin compromiso para las personas sin hogar, pobres, desempleados, ancianos y niños necesitados. Antes de la crisis del COVID-19, estábamos atendiendo a unas 80 familias por semana. Ahora estamos atendiendo a más de 300 familias por semana y la demanda continúa creciendo. La necesidad de alimentos en nuestra comunidad es contundente y desgarradora. Su donación nos permitirá continuar la lucha contra el hambre. ¡Gracias y Dios te bendiga!"
Faith,"Mission PPE, COVID-19 Front Line 100","Flower Mound, TX",15775.0,21400.0,209,98,317,"My name is Frank, a CVICU ICU now COVID-19 ICU RN, in DFW, Texas. The present viral climate we live in is all too real for us all. It has impacted all aspects of what we felt was a sound way of life. As the beginning of my introduction states, I am a Front Line Healthcare worker caring directly for the highest level of critically ill COVID-19 patients. The picture you see is of my own personal Respirator with 100 rated filtration filters as well as my own face shield. I am one of the fortunate ones, actually the only one at my facility, to have this equipment. This level of PPE is needed and well documented in every part of the world and what our GOV is using when coming in contact with COVID-19 settings. My background and hobbies had these items laying around for automotive and home improvement needs. The 1x N95 use for entire 12-14 hour shift in this high viral environment is not safe practice and losing one of my fellow ICU Team members: RN/Physician/RT to  sickness or worse means not only the loss of a front line healthcare worker but the lives of patients they could have cared for during this pandemic. My Mission Field is to provide the same, APPROPRIATE, 100 grade filtration level of respiratory and visual protection to my COVID-19 ICU Team and I pray if this provides the means, to other COVID ICU, ED, & Paramedics Front Line Healthcare Members across DFW. I have acquired all the proper information and what is needed to set up each of these Front Line workers with the PPE that will not only ease anxiety, stress, fear, but Above All: Allow us to care for these patients with our undivided attention Safely. I humbly-sincerely ask you all to please contribute what you can to this worthy cause. I assure you every dollar given will be spent on reusable PPE equipment to help my fellow Critical Care Healthcare Workers in fighting this battle until it is won. If you cannot contribute as this time, I ask for your prayers. I pray you all are safe, healthy, and life returns to what we knew it to be sooner than later. Thank you for your time and consideration."
Faith,In Loving Memory of Brandi Lafontaine,"Bennington, VT",15730.0,15000.0,165,159,1.4K,"Brandi Lafontaine was a vibrant loving daughter, wife, mother, grandmother, friend, and horse lover.  She unexpectedly passed away due to an accident on her horse.  She leaves behind three beautiful children,  two grandchildren, and a loving husband. We are all shocked and overwhelmed by this loss.  Unfortunately, the family did not have life insurance on her.  This GoFund Me is to help pay for her final expenses and ease the stressful burden the family is currently under. Funeral costs are very high, and the family could use whatever help you can afford to give.  Thank you so very much for all of your support."
Faith,Brooks Church Coffee Trailer - LINC San Antonio,"San Antonio, TX",54207.0,60000.0,142,41,204,"Did you know there are no Christian churches meeting or serving in the 78235 zip code? Brooks City Base is ready for its own church. This fall, Brooks Church will begin to worship and serve the community. Brooks Church is a new church plant in the Lutheran Church - Missouri Synod. Our mission is building up disciples who follow Jesus, are being shaped by Jesus, and serve as Jesus. Did you also know, on average, it takes north of $250,000 to get a new church up and running? In today's economy, that may seem like an insurmountable sum of money. Most new church plants are supported by a 'sending congregation', meaning a well-established church provides funds and charter members to help get things going and engage the community. Brooks Church was conceived by a mission organization with modest means and no ""members"", so we looked to alternate solutions for both financial capital and community engagement.Enter Brooks Coffee. Also lacking in the 78235 zip code? Quick-serve coffee options! There is currently one Starbucks at Brooks City Base, and if you've ever driven by, you've seen the line wrapped around the building, no matter the day or time. We're bringing a solution to this problem with a new food truck-style coffee shop. Being mobile in nature will allow us to bring locally-sourced coffee to the community, thus generating the profit needed to launch our new congregation, while also spreading the word about Brooks Church, and serving potential new members from within the community. Naturally, starting a coffee truck isn't free! This is where you come in. Remember that $250,000 figure we mentioned earlier? To begin our new venture will take roughly $60,000 total. While this is a mere fraction of typical starting costs, it is still no small feat, and we need your help!You can choose to donate a set dollar amount, or to sponsor a specific piece of equipment or materials (estimated costs listed below). Any donation, large or small, will bring us one step closer to launching a sustainable ministry at Brooks Church, and laying the foundation for a church planting movement. ***As we reach milestones, we will check off the items below that you are helping us pay for!***Thank you for your generosity!Items Needed:✅Food trailer: $17,806Used truck: $14,999Espresso machine: $4,6497,000-watt generator: $4,500Consultant fees: $2,000Miscellaneous/incidentals: $2,000 Commercial coffee grinder: $1,439Commercial Drip Coffee Brewer: $1,439Initial product inventory (first month's coffee beans, cups, etc.): $1,250Merchandise + uniforms: $1,250Marketing + website: $1,200Coolers: $1000""Cash register"" (POS system): $950 Permits + licenses: $500 Fire extinguisher: $300Two smaller bean grinders: $280Pitcher rinser: $100Storage Containers: $100""Dorm"" fridge: $70 Hot Plates: $60Digital scale: $50"
Faith,ስለ ቅድስት ኪዳነ  ምህረት !,"Romeoville, IL",15202.0,50000.0,155,99,668, 
Faith,Mission Critical Vehicle for Sarmiento Family,"Sandy, UT",15000.0,15000.0,143,52,164,"After a couple decades of ministry and life in Honduras Jairo and Lourdes Sarmiento, following the call of God on their lives, moved their family from Tegucigalpa, Honduras to San Jose, California in 2013.  This move meant literally starting over in ministry and material possessions, but this sort of sacrifice is nothing new to this family as they have always given more than they have and personally sacrifice their needs for the benefit of others.  As they began their lives in San Jose, CA they partnered with The River Church to reach Latino families.  They were provided a home to live in, a vehicle to drive and many basic items to set up their home through the generosity of the church and friends.  These past seven years have not been easy as they have awaited proper immigration status from the United States, fundraise to provide income for their family and serve the community that they live in.  A little over five years ago Jairo and Lourdes founded Shalom Iglesia Church.Under their leadership the church continues to grow, serve their community and impact hundreds of lives! Jairo provides pastoral services to the members of the church; Lourdes serves the women and children of the church while Joselyn and Aaron (their two children) serve the youth and help lead worship.  However, the Sarmientos go beyond just leading the church and have become a foundational part of the community they live in.  They develop leaders, partner with local organizations to provide legal assistance, offer psychological counseling to the community, seek to provide resources for single mothers and much more.Throughout this time the Sarmientos have utilized a 2000 minivan with 300,000 miles on it.  This van not only provides transportation for their family but is regularly used to assist community and church members to get back and forth to doctor visits, family, groceries and more.  About three weeks ago, while driving down the road, the van finally died on them.  This has left them without the means to do much of the ministry they normally provide to the community.  This brings me to the purpose of the fundraiser.  I would like to see the Sarmiento family blessed with a “new to them” vehicle that will provide years of solid and safe transportation and the ability to move the ministry forward by the of the Summer.  Would you consider being part of this gift to the Sarmiento family?  If you can donate funds, thank you!  If you would consider sharing this fundraiser with others, thank you! In closing I leave you with a message from the Sarmiento’s themselves. “During these years of mission here in the USA we have experienced moments of solitude, far from home, old friends, family, home church, the security of the known. In the Bible we see that many experienced the same thing: Adam, Noah, Moses, Abram, Jacob, Elijah, David, Job, Paul, John etc. And it is that missional work itself has implications such as loneliness, however, always accompanied by the One who calls us to such a mission, the Lord, who is always faithful in the midst of our solitudes and of course each and every one of you who faithfully accompany us in this work of extending the Kingdom of God through your prayers, letters, visits, finances, questions, etc. Our deep gratitude for all of you who remind us that 'WE ARE NOT ALONE'. “"
Faith,Keep Sanctus Ranch Alive,"Pipe Creek, TX",15510.0,30000.0,143,143,257,"Hi, my name is Samantha Sevigny.  I am starting this Go Fund Me page to keep the retreat center my family started ALIVE!  PLEASE WATCH THE VIDEO my sister and brother made explaining our need.  With all the crazy in the world our retreat center, Sanctus Ranch, is about to close.
My family started this place to help others encounter Christ.  It has been a very challenging journey to build and open Sanctus, but it has been wildly well received by those who have come on retreat.  Matter of fact, prior to COVID-19, almost every weekend was booked, and this was going to be the summer that everything started to get easier.  Instead, my parents have done everything they can, but Sanctus Ranch is about to die.
With zero income since March and monthly bills over $15k to simply stay open (not family expenses), we have run out of money.  Even after releasing all our staff, there is no way to avoid losing everything and my parents going bankrupt without your help.
We trust the Lord has a plan! It might be that you are the “good Samaritan” that He will use to keep the Vision Sanctus Ranch alive!!  Thank you, from the bottom of my heart, Samantha Sevigny."
Faith,Debre Genet MedhaneAlem WeKidist Mariam EOTC,"Irving, TX",14870.0,50000.0,136,79,81,"በስመ አብ ወወልድ ወመንፈስ ቅዱስ አሐዱ አምላክ አሜን! ""የሠራዊት ጌታ እግዚአብሔር እንዲህ ይላል ልባችሁን በመንገዳችሁ ላይ አድርጉ ወደ ተራራው ውጡ እንጨትንም አምጡ ቤቱንም ሥሩ እኔም በእርሱ ደስ ይለኛል: እኔም እመሰገናለሁ ይላል::"" ትንቢተ ሐጌ 1፡6-8          የኧርቪንግ ደብረ  ገነት መድኃኔዓለም ወቅድስት ማርያም ቤ/ክ ከተመሠረተ 4 ዓመታት ሆኖታል:: ከዚያን ጊዜ ጀምሮ መንፈሳዊ አገልግሎቱን በኪራይ ቤት እየሰጠ ይገኛል:: አሁን ግን ራሱን የቻለ ቤ/ክ ለመግዛት በሰበካ ጉባዔ አስተዳደርና በልማት ክፍሉ: በደብሩ ሰ/ት/ቤት አባላትና በአጥቢያው ምእመናን ጥምረት ሰፊ እንቅስቃሴ እየተካሄደ ይገኛል::       እርስዎም በዚህ መልካም ተግባር ላይ  ከተሰጠዎት ላይእንዲሰጡ: ከተበረከተልዎት ላይ እንዲያበረክቱ  በቤተክርስቲያን ስም ስንጠይቅዎት በደስታ ነው::          ""ንንግር እንከ ዕበየ ምሕረቱ ዘተዐውቀ በላዕሌነ ዘኢይትኌለቍ ወዘኢይሰፈር""  ""እንግዲህ የማይቆጠርና የማይሰፈር በእኛ ላይ የታወቀ የቸርነቱን ብዛት እንናገር::""        ቅ.ዮሐንስ አፈወርቅ እግዚአብሔር አምላክ ሕዝባችንን: ሀገራችን እና ዓለማችንን ይባርክልን::In the Name of the Father and of the Son and of the Holy Spirit One GOD Amen!Go up to the hills and bring wood and build the house, that I may take pleasure in it and that I may be glorified, says the Lord.  Haggai 1:6-8Debre Genet MedhaneAlem Wekidest Mariam Ethiopian Orthodox Tewahedo Church in Irving Texas has been established and giving service for the last four years. We have been giving the service in rental property until now. Throughout the years the size of our membership is growing and we are in need of a church building. Currently we are raising money to buy a church building which is needed for our growing church membership and the future services. Therefore you’re Contribution and Generosity is highly Appreciated.May GOD Protect and Bless Our Church, Our Country and Our"
Faith,Spirit & Truth Christian Church Recovery Effort,"South Ozone Park, NY",14900.0,15000.0,125,59,510,"On Wednesday, July 22nd South Ozone Park, NY experienced severe thunderstorms. Unfortunately, at around 7 pm a lightning bolt struck our church steeple and started a fire that ravaged the front exterior and attic portion of our building.  We are grateful for the outpouring of community support and concern during this unprecedented time. Many have inquired about ways to contribute to our recovery effort.  As a result, we have established this GoFundMe to aid in the rebuilding of Spirit and Truth Christian Church. At this time any donations will help make an impact. Thank you in advance for your contribution to this cause and may God bless you with unmeasurable favor. Donations can also be made directly on our official church website Stccny.com by clicking on the ""Giving"" tab. ABC Channel 7 News article / Video  https://abc7ny.com/church-fire-lightning-strike-weather-queens/6330506/"
Faith,Support Our Church Services,"Garland, TX",14717.0,30000.0,167,76,198,"The Ethiopian Orthodox Tewahedo Church (EOTC), known for countless historic landmarks and preservation of the iconic Arc of The Covenant, the physical remnants of the true cross, the book of Enoch, many rock-hewn churches, and so on, is extending its spiritual influence in Dallas-Fort worth. The Debre Berhan Holy Trinity Ethiopian Orthodox Tewahedo Church, which is under the EOTC was established in Dallas, Texas, on July 14, 2012. The church offers many religious, educational, social, and support services, which range from bible study to guidance and counseling services. Such services will have a tremendous contribution to our local community.Glory to God, the church has now purchased a building in Garland City that will help fulfill the services it has envisioned. The building is purchased in June 2020 by taking a loan and your contributions will help pay the loan. May God Bless you!"
Family,OFFICIAL Gianna Floyd Fund (George Floyd's child),"Atlanta, GA",2355320.0,2500000.0,176,63.4K,62.4K,"**UPDATE MESSAGE** 6/9/2020 - From Roxie Washington and Gianna Floyd - ""Thank you so much for the outpouring of love and support. We understand that people are wanting to send cards, pictures, or any gifts for my baby. We appreciate that. Because of the outpouring of love and support felt around the world, we are proud to announce a foundation that we have created where supporters can send what they feel from the heart...""Thank you!**UPDATE MESSAGE** 6/3/2020 - Please note that THIS is the only legal Gianna Floyd GoFundMe page on the site. We are working with GoFundMe to have other GoFundMe pages in Gianna's name shut down IMMEDIATELY. Please note that the Family of Gianna Floyd is working with their legal counsel (Stewart Trial Attorneys) in setting up this GoFundMe page. Her legal counsel takes ZERO percent of funds raised. All money that is donated will be placed in a trust for Gianna and her mother. We appreciate the outpouring of love and support that has been felt around the world.  This is the official GoFundMe established in George Floyd's honor to help provide for the needs of his 6-year-old daughter Gianna Floyd. Because of her father’s tragic murder due to police brutality, Gianna will now go through life without her dad. In addition, their family has lost their provider, and will no doubt suffer financial hardship after this tragic loss.As a community, we want to come together in this time of need and assist Gianna’s mother, Roxie Washington, by donating whatever we can to help provide mental and grief counseling for George Floyd’s youngest child, lodging and travel for all court proceedings, and to assist Roxie (Gianna's mother) in providing for their child’s continued well-being and education. ""Our hearts are overwhelmed with gratitude and we ask that you think of Gianna and the rest of our family as we suffer through this great loss. ""  - Roxie100% of funds will go to Gianna’s care and future.Thank you.GoFundMe account managed by Tiffany Lee of Stewart Trial Attorneys on behalf of Roxie Washington."
Family,Justin Riegel,"Hanson, MA",347104.0,350000.0,175,3.5K,7.6K,"Justin was one the most caring individuals you could ever come across.  He was that guy who would call just to see how you’re doing and make sure everything was great in your life. Justin was so excited when he told me that Kate was pregnant and they were having a baby.  Unfortunately after a horrific accident at work on Wednesday he will never have the opportunity to meet his son.   Justin was not just a fantastic golf professional, but he was a special person to everyone he came in contact with.  We’re raising funds to help Kate and the kids get through these awful times and to start a college fund for the kids. Please consider donating as much as you can, Justin would be the first one signing up to help anyone else out.  Justin was an Assistant Golf Professional at Aronimink GC, Wilmington GC, and Gulph Mills GC.  He was also the Head Professional at French Creek GC before becoming the Director of Golf at Philmont CC."
Family,"Support David, Dean, & Daniel","Collingswood, NJ",325770.0,100000.0,88,2.3K,9.3K,"On Thursday, August 27, our family suffered a tragedy that took John and Michaela Adamo (nee Gorman) from their three wonderful sons David (7), Dean (4), and Daniel (10mo).  Michaela and John loved their kids more than anything else in the world, and we hope to be able to provide for them in the fashion that John and Michaela would have wanted. In the short term, we hope to use the money collected to provide for the boy's immediate expenses, relocation, and to help them establish a new home in accordance with John and Michaela's wishes with John's brother Jim Adamo. Jim and his wife Caroline already have four young boys, and now their family will be seven boys under the age of 9. They need a new vehicle, furniture, and may need to consider whether their current housing situation will be enough to cover their long-term housing needs. In addition to all of their short-term concerns, we hope to be able to establish a trust to provide for their future hopes and dreams.Our family would be incredibly thankful if you would help us to provide for these boys in the way that they deserve and attempt to soften the blow of this unthinkable tragedy."
Family,Umut’a umut olalım,"Lynn Haven, FL",289498.0,2200000.0,122,11K,2.7K,"**Bagislarinizi  Dolar uzererinden hesaplayin***
Simdiden Tesekkurler.
4 şubat 2020 yılında dunyaya geldim 2 aylık iken hastane de tedavi altına alındım ve daha sonra genetik test ile 3. Ayımda sma tıp 1 tanısı konuldu bu surecte hastanede tedavi olurken turkıye cumhuriyetinin bize tanımıs olan 4 doz luk krıtersız ve sartsız alabileceğim avexıs sırketının 2016 yılında kabul gormus olan spinraza ilacını vermeye baskadılar fakat spinraza ılacımızı 15 gunluk sureler de almam gerekirken ıslemlerın yanlıs olması sebebiyle ben 5 aylık olduğumda bu ilacın ilk dozunu alabildim 2. Dizimizin ne zaman verileceği kesin degil. Suan hala hastanedeyim ve nefes almam tamamen bitmeden bir operasyon gecırecegım bunun adı trakeostomi. Ve bu operasyon olmadan eve gidemiyorum ZOLGENSMA ILACININ beni iyi edeceğini duydum ve bu ilacın maliyeti yaklaşık 2.4 milyon dolar bu yuzden sizlere ihtiyacım var."
Family,Support for Amanda and Baby Noah,"Medfield, MA",189900.0,200000.0,74,1.7K,2.5K,"Please help support Amanda and Baby Noah in their time of grieving and loss. On September 6, 2020, Amanda lost her husband, Patrick, to early onset Colorectal Cancer. Pat was only 32 years old. Two months prior, on July 10, 2020, Amanda and Pat celebrated the birth of their beautiful son, Noah. Don't worry, there are baby pictures below.Pat and Amanda were married in August 2017. One month later, at the age of 29, Pat was diagnosed with Stage IV colon cancer which had metastasized into his lungs. The doctor gave him 12-18 months to live.Throughout his cancer battle that included over 40 rounds of chemotherapy, immunotherapy, and many surgeries and procedures, Patrick chose to remain positive, living by the mantra ""Panda Power… Pray, Hope, Don't Worry."" For those who did not know them well, Panda is derived from their first names, Pat and Amanda.It is this positive attitude and will to live that allowed Patrick to accomplish his final goal – meeting his son, Noah Patrick, on July 10, 2020.Patrick was able to share two beautiful months with Amanda and Noah.Patrick spent his last three years loving his wife, family and friends all while working tirelessly to advocate for early onset colorectal cancer. Please see the link below.  https://www.today.com/video/veteran-raises-awareness-after-colon-cancer-diagnosis-at-29-80396357977Patrick, a Marine Corps Veteran, dedicated his life to others and gave all that he had until his body failed him.Please consider making a donation to Amanda and Noah in memory of Patrick. If roles were reversed, Pat would be donating to your GoFundMe page.Proceeds will be used to settle medical and burial costs and to care for Noah, including daily needs and future educational costs. Amanda is one of the strongest women you will ever meet and Noah will take after his parents, but they need your support now, more than ever.The family will be forever grateful for whatever support you can provide.  Please keep Amanda and Noah in your prayers and hearts."
Family,Support CPD Officer Xu Meng's Family,"Chicago, IL",180227.0,50000.0,166,2.8K,5.3K,"Chicago Police Officer Xu Meng End of Watch 09 June 2020, lost his life due to carbon monoxide poisoning after working 12+ straight days on a 12+ hour shift during the riots/looting/protest of Chicago. It was later determined that when no one picked up his 5 year old son from day care, 024th district was contacted. CPD and CFD went to his residence for a well-being check. When no one answered, CPD and CFD made forced entry into the home and found both Officer Meng and his wife unconscious in separate rooms. Both were transported to Swedish Covenant Hospital where Officer Meng succumbed to his injuries and his wife is still fighting for her life in critical condition, most likely due to carbon-monoxide poisoning. It was later determined that Officer Meng parked his vehicle in his garage which is connected to his home, and inadvertently left his car on due to the push-to-start feature and after being forced to work long hours with canceled days off during the riots/looting/protest throughout the city.Officer Meng served the City of Chicago as a Police Officer for 2 year's.He leaves behind a wife and 5 year old son. His wife is still in critical condition and there’s only one family member in the US. He was an active Asian American Law Enforcement Association Member (AALEA) Chicago Chapter & FOP Lodge 7 member who participated in many of our functions.Officers throughout the country lose their lives almost everyday serving and protecting the very city and country they knew and once loved, even during dyer times. Officer Meng unfortunately lost his life due to extreme fatigue and exhaustion from serving and protecting our community from criminals, looters, and rioters. All donations will directly help Officer Meng's 5 year old son and wife. His family needs you!Thank you for your support during this difficult time. Fraternally, -His Asian American Law Enforcement Association (AALEA) Chicago Chapter FamilyThe Asian American Law Enforcement Association is a 501c3 Not for profit organization and your donation is a tax-deductible contribution to the extent allowed by law by the IRS: (Reference IRS 501 (c) (3) Tax ID # 36-4441374).www.AALEA.orgRest In Peace Officer Xu MengEnd of Watch 09 June 2020Chicago Police Department District 024 - Rogers Park"
Family,"•	In Memory of Jared Taul, Loving Husband & Father","Tell City, IN",168617.0,200000.0,81,441,2.1K,"As each of us grieve the loss of Jared Taul, age 35, many of you have inquired how we can help his family. Jared is survived by his wife, Nikita, and two young children, Connor, age 3, and Abel, age 6.What seemed to be just another Sunday turned out to be the day that would change all of our lives forever more. On Sunday, August 23rd, my beloved brother, Jared, was tragically killed in a workplace accident. Receiving the news that Jared was gone, was devasting and heartbreaking for our entire family, especially Nikita and the boys.  Jared was a hard working family man. He lived for Nikita, Connor and Abel; nothing came before them. He was a devoted husband and father, always making every day fun and special for them. Jared enjoyed his job, but more importantly he loved his co-workers and they loved and appreciated him too. Jared will be remembered for his contagious smile and laugh. He was a generous, kind, respectful young man.We are asking for donations to help contribute towards Connor and Abel’s postsecondary education and provide allowance for other family expenses. All proceeds will go directly to Nikita, Connor and Abel. Any amount is greatly appreciated as they continue the mourning and grieving process due to the loss of Jared.On behalf of Nikita, Connor and Abel, their closest friends and the entire family, I appreciate the outpouring of love, prayers, and support shown over the past couple of weeks and undoubtedly, in the months and years to come.The Aleris/Novelis family will match the first $100,000.00  donated."
Family,Mazza Family Fund,"San Diego, CA",167664.0,150000.0,83,489,0,"On September 1st, 2020, our beloved friend, Pete Mazza, passed away at the age of 42 after a valiant, courageous, and inspiring 17-month battle with cancer.  In typical Pete fashion, he fought for life all the way until the very end.  Our hearts are broken.And while Pete’s time with us was far too short, his legacy will long endure.  Chief amongst that legacy is his family-- his wife, Megan, and their three beautiful children – Elsie (9), Cora (7), and Christopher (3).   Megan appreciates the outpouring of love and support that so many of you have already provided, and  thanks all of you who have already asked how best you can help.  Just as when Pete was first diagnosed in April 2019, we now ask that you join us to help his family during this extremely difficult time. In addition to losing a loving husband and devoted father, Megan and the kids have also lost significant financial resources. Unfortunately, although Pete had limited life insurance, it is woefully insufficient to provide Elsie, Cora, and Christopher the rich childhood, overflowing with sports, arts, music, and adventure, that Megan and Pete always intended.To that end, we are seeking donations to help Megan defray existing and increased childcare costs that she will now have to bear without Pete.  Everyone who crossed paths with Pete, whether in Cheshire, at Yale or Michigan, or in San Diego, knows that he was an absolutely remarkable man.  Michigan Law School grad.  Captain of the 2000 Yale Football Team.  First Assistant U.S. Attorney in San Diego.  Partner at Jones Day. More importantly, he was a caring son and brother, a loving husband, and a devoted father.  In addition to all that, he was the most faithful of friends.  Pete's obituary, which can be found here , is a beautiful tribute that more fully describes Pete's amazing life.  And Megan has established an email account, [email redacted], so that we can all share stories, notes, photos, and more with Elsie, Cora, and Christopher about their incredible dad now and over the years.Throughout the years, Pete, Megan, and their family have stood shoulder-to-shoulder with so many of us – their family, friends, teammates, and colleagues - through times good and bad.  Now, in these most trying times, we have the chance to provide Pete’s family with that same support and to stand shoulder-to-shoulder with Megan and their kids now and in the coming days.Thank you all so very much in advance as we come together to help Megan and her family during this unimaginable time.   Friends of Pete"
Family,The Doug Frisina Foundation,"Ridgewood, NJ",142814.0,250000.0,44,369,20,"On October 8th, 2020, we lost a great friend in Douglas John Frisina. Doug always brought out the best in those around him, with positive energy and thoughtfulness that made you eager to see him again. Doug's incredible personality and quick wit will be remembered by all who were fortunate enough to know him.We have put this fundraiser together for the two people who will miss Doug the most, his daughter Isabella and his wife Marissa. Your contributions will help secure Isabella's education funding and provide support for the future needs of Doug's family.Your support for the Frisina family, whose needs have been drastically altered due to this recent devastating event, would be most appreciated.  We hope you will consider donating to Isabella's future and help her achieve all of her goals.  If you would like to learn about other ways of contributing to this great cause, please contact any of us directly.Thank You Very Much!The Doug Frisina FoundationBen Hanko, Brian Hopkins, Dana Craver, John Cocke, Rob Sachs, Wilder HarvardP.S. the DFF is not a 501c3 organization"
Family,Assist People Climbing out of Homelessness,"Ruther Glen, VA",167830.0,200000.0,109,3.3K,2.4K,"Living without proper shelter is an avoidable yet life-threatening position for anyone to be in. For the past 14 months I have been a part of this group, as I was legally declared homeless. Now that I will be attending Boston College this fall, I will finally have this stress relieved from me. I want to help bring others out of the deep psychological hole homelessness creates, so that's why I have created a GoFundMe that will directly benefit the National Alliance to End Homelessness . Many homeless people have great skill, work ethic, and heart, but simply need the resources to have a realistic chance at success. Please consider donating, as your generosity could truly save someone's life."
